operand,binade_exp,count
coulomb_qq,-13,23
coulomb_qq,-12,63
coulomb_qq,-11,74
coulomb_qq,-10,101
coulomb_qq,-9,503
coulomb_qq,-8,1449
coulomb_qq,-7,2699
coulomb_qq,-6,4864
coulomb_qq,-5,7384
coulomb_qq,-4,17240
coulomb_qq,-3,31749
coulomb_qq,-2,55892
coulomb_qq,-1,75742
coulomb_qq,0,124971
coulomb_qq,1,211809
coulomb_qq,2,266299
coulomb_qq,3,293020
coulomb_qq,4,229638
coulomb_qq,5,7693280
coulomb_qq,6,7759573
coulomb_qq,7,1948973
coulomb_qq,8,67
coulomb_term,-13,12
coulomb_term,-12,40
coulomb_term,-11,67
coulomb_term,-10,127
coulomb_term,-9,289
coulomb_term,-8,1015
coulomb_term,-7,2234
coulomb_term,-6,3988
coulomb_term,-5,6426
coulomb_term,-4,13689
coulomb_term,-3,26501
coulomb_term,-2,46035
coulomb_term,-1,68244
coulomb_term,0,110282
coulomb_term,1,190578
coulomb_term,2,243208
coulomb_term,3,291627
coulomb_term,4,237872
coulomb_term,5,5296412
coulomb_term,6,7444312
coulomb_term,7,3768611
coulomb_term,8,846339
coulomb_term,9,127291
coulomb_term,10,214
lj_c12,-37,9
lj_c12,-31,12
lj_c12,-28,24
lj_c12,-27,30
lj_c12,-26,4
lj_c12,-24,54
lj_c12,-23,106
lj_c12,-22,38
lj_c12,-21,54
lj_c12,-20,49
lj_c12,-19,78
lj_c12,-18,224
lj_c12,-17,158
lj_c12,-16,22
lj_c12,-15,185
lj_c12,-14,309
lj_c12,-13,50
lj_c12,-12,35
lj_c12,-11,3
lj_c6,-19,1
lj_c6,-18,8
lj_c6,-15,12
lj_c6,-14,36
lj_c6,-13,22
lj_c6,-12,28
lj_c6,-11,155
lj_c6,-10,73
lj_c6,-9,113
lj_c6,-8,328
lj_c6,-7,90
lj_c6,-6,277
lj_c6,-5,249
lj_c6,-4,49
lj_c6,-3,3
lj_force,-20,1
lj_force,-19,1049
lj_force,-18,1516
lj_force,-17,1111
lj_force,-16,938
lj_force,-15,1436
lj_force,-14,13364
lj_force,-13,12552
lj_force,-12,11805
lj_force,-11,66114
lj_force,-10,57483
lj_force,-9,84178
lj_force,-8,150374
lj_force,-7,111351
lj_force,-6,669171
lj_force,-5,547983
lj_force,-4,386941
lj_force,-3,277723
lj_force,-2,202968
lj_force,-1,144832
lj_force,0,105780
lj_force,1,109160
lj_force,2,5777
lj_force,3,6100
lj_force,4,6989
lj_force,5,8096
lj_force,6,10018
lj_force,7,12839
lj_force,8,8429
lj_force,9,1178
lj_force,10,4
lj_rinv6,0,2582553
lj_rinv6,1,2285020
lj_rinv6,2,1607324
lj_rinv6,3,1144861
lj_rinv6,4,810031
lj_rinv6,5,570678
lj_rinv6,6,400096
lj_rinv6,7,282844
lj_rinv6,8,200052
lj_rinv6,9,149130
lj_rinv6,10,115657
lj_rinv6,11,80741
lj_rinv6,12,41528
lj_rinv6,13,15971
lj_rinv6,14,12196
lj_rinv6,15,12108
lj_rinv6,16,3906
lj_rinv6,17,61
