operand,binade_exp,count
coulomb_qq,-9,1506
coulomb_qq,-7,5872
coulomb_qq,-6,4977
coulomb_qq,-5,7058
coulomb_qq,-4,22484
coulomb_qq,-3,29804
coulomb_qq,-2,482687
coulomb_qq,-1,279272
coulomb_qq,0,945563
coulomb_qq,1,641365
coulomb_qq,2,1040545
coulomb_qq,3,2218447
coulomb_qq,4,3256098
coulomb_qq,5,1993406617
coulomb_qq,6,2009561602
coulomb_qq,7,503619463
coulomb_qq,8,15658
coulomb_term,-9,5
coulomb_term,-8,1038
coulomb_term,-7,1077
coulomb_term,-6,4573
coulomb_term,-5,5693
coulomb_term,-4,15923
coulomb_term,-3,25546
coulomb_term,-2,367508
coulomb_term,-1,326608
coulomb_term,0,648654
coulomb_term,1,927859
coulomb_term,2,1078358
coulomb_term,3,1939066
coulomb_term,4,2788157
coulomb_term,5,1500793798
coulomb_term,6,1942426667
coulomb_term,7,868991561
coulomb_term,8,169807359
coulomb_term,9,25383196
coulomb_term,10,6372
lj_c12,-37,1
lj_c12,-31,2
lj_c12,-28,2
lj_c12,-27,4
lj_c12,-26,1
lj_c12,-25,2
lj_c12,-24,6
lj_c12,-23,16
lj_c12,-22,7
lj_c12,-21,8
lj_c12,-20,12
lj_c12,-19,17
lj_c12,-18,30
lj_c12,-17,38
lj_c12,-16,2
lj_c12,-15,38
lj_c12,-14,51
lj_c12,-12,12
lj_c12,-11,6
lj_c12,-9,1
lj_c6,-18,1
lj_c6,-15,2
lj_c6,-14,4
lj_c6,-13,5
lj_c6,-12,8
lj_c6,-11,25
lj_c6,-10,9
lj_c6,-9,20
lj_c6,-8,72
lj_c6,-7,10
lj_c6,-6,33
lj_c6,-5,48
lj_c6,-4,18
lj_c6,-3,1
lj_force,-21,1
lj_force,-20,1129
lj_force,-19,4520
lj_force,-18,4653
lj_force,-17,4354
lj_force,-16,4496
lj_force,-15,10670
lj_force,-14,15680
lj_force,-13,16926
lj_force,-12,290732
lj_force,-11,298037
lj_force,-10,558029
lj_force,-9,1369714
lj_force,-8,983332
lj_force,-7,101117685
lj_force,-6,118575323
lj_force,-5,84638365
lj_force,-4,59364003
lj_force,-3,42713837
lj_force,-2,30964789
lj_force,-1,21631767
lj_force,0,16685598
lj_force,1,18936692
lj_force,2,722841
lj_force,3,928683
lj_force,4,1137881
lj_force,5,1421299
lj_force,6,1932278
lj_force,7,2466279
lj_force,8,1671156
lj_force,9,232242
lj_force,10,1251
lj_rinv6,-1,412772853
lj_rinv6,0,545296868
lj_rinv6,1,385770368
lj_rinv6,2,271460092
lj_rinv6,3,193683536
lj_rinv6,4,136998334
lj_rinv6,5,96100695
lj_rinv6,6,67150848
lj_rinv6,7,47099722
lj_rinv6,8,33734933
lj_rinv6,9,25845912
lj_rinv6,10,20885757
lj_rinv6,11,14827755
lj_rinv6,12,7412258
lj_rinv6,13,2726739
lj_rinv6,14,2179406
lj_rinv6,15,2196557
lj_rinv6,16,723334
lj_rinv6,17,9470
lj_rinv6,18,6
lj_term12,-40,438
lj_term12,-39,2120
lj_term12,-38,2300
lj_term12,-37,2316
lj_term12,-36,2365
lj_term12,-35,2171
lj_term12,-34,2161
lj_term12,-33,2309
lj_term12,-32,2176
lj_term12,-31,2641
lj_term12,-30,6019
lj_term12,-29,7234
lj_term12,-28,7907
lj_term12,-27,8915
lj_term12,-26,156242
lj_term12,-25,172492
lj_term12,-24,149854
lj_term12,-23,140859
lj_term12,-22,131163
lj_term12,-21,228838
lj_term12,-20,613351
lj_term12,-19,673899
lj_term12,-18,19200353
lj_term12,-17,77294190
lj_term12,-16,65027272
lj_term12,-15,54919215
lj_term12,-14,46557077
lj_term12,-13,39144537
lj_term12,-12,32689199
lj_term12,-11,27329654
lj_term12,-10,23132088
lj_term12,-9,19759115
lj_term12,-8,16787551
lj_term12,-7,13989061
lj_term12,-6,11491222
lj_term12,-5,9512002
lj_term12,-4,8090860
lj_term12,-3,6828463
lj_term12,-2,5760406
lj_term12,-1,4847337
lj_term12,0,4060043
lj_term12,1,3360214
lj_term12,2,2778330
lj_term12,3,2317826
lj_term12,4,1989505
lj_term12,5,1842817
lj_term12,6,2053542
lj_term12,7,2713863
lj_term12,8,2405689
lj_term12,9,500190
lj_term12,10,4851
lj_term6,-20,1129
lj_term6,-19,4519
lj_term6,-18,4646
lj_term6,-17,4350
lj_term6,-16,4480
lj_term6,-15,10644
lj_term6,-14,15632
lj_term6,-13,16808
lj_term6,-12,290467
lj_term6,-11,297549
lj_term6,-10,555904
lj_term6,-9,1367085
lj_term6,-8,979231
lj_term6,-7,100904292
lj_term6,-6,118470804
lj_term6,-5,84486154
lj_term6,-4,59136233
lj_term6,-3,42319509
lj_term6,-2,30350933
lj_term6,-1,20678758
lj_term6,0,14681166
lj_term6,1,10436239
lj_term6,2,7312307
lj_term6,3,5034929
lj_term6,4,3847898
lj_term6,5,4817176
lj_term6,6,2672481
lj_term6,7,2919
nb_force_acc,-47,1
nb_force_acc,-45,1
nb_force_acc,-44,1
nb_force_acc,-43,1
nb_force_acc,-42,1
nb_force_acc,-27,9
nb_force_acc,-26,4
nb_force_acc,-25,16
nb_force_acc,-24,58
nb_force_acc,-23,103
nb_force_acc,-22,213
nb_force_acc,-21,526
nb_force_acc,-20,633
nb_force_acc,-19,1493
nb_force_acc,-18,2948
nb_force_acc,-17,6105
nb_force_acc,-16,11525
nb_force_acc,-15,22872
nb_force_acc,-14,47619
nb_force_acc,-13,93740
nb_force_acc,-12,186616
nb_force_acc,-11,377312
nb_force_acc,-10,746690
nb_force_acc,-9,1435300
nb_force_acc,-8,2758678
nb_force_acc,-7,4368262
nb_force_acc,-6,5661665
nb_force_acc,-5,6657723
nb_force_acc,-4,7979919
nb_force_acc,-3,9893707
nb_force_acc,-2,12876096
nb_force_acc,-1,17874020
nb_force_acc,0,26668842
nb_force_acc,1,42736350
nb_force_acc,2,72911027
nb_force_acc,3,130886691
nb_force_acc,4,242544311
nb_force_acc,5,450114978
nb_force_acc,6,794558828
nb_force_acc,7,1267674316
nb_force_acc,8,1653833054
nb_force_acc,9,1529477625
nb_force_acc,10,809783057
nb_force_acc,11,172364286
nb_force_acc,12,7108249
nb_force_acc,13,512
nb_fscal,-27,1
nb_fscal,-26,3
nb_fscal,-24,4
nb_fscal,-23,7
nb_fscal,-22,13
nb_fscal,-21,31
nb_fscal,-20,53
nb_fscal,-19,78
nb_fscal,-18,205
nb_fscal,-17,451
nb_fscal,-16,786
nb_fscal,-15,17280
nb_fscal,-14,47098
nb_fscal,-13,64833
nb_fscal,-12,143400
nb_fscal,-11,207215
nb_fscal,-10,352519
nb_fscal,-9,574451
nb_fscal,-8,74037478
nb_fscal,-7,259526563
nb_fscal,-6,399681012
nb_fscal,-5,390636898
nb_fscal,-4,374652811
nb_fscal,-3,357340319
nb_fscal,-2,338530886
nb_fscal,-1,318196070
nb_fscal,0,296876940
nb_fscal,1,274970771
nb_fscal,2,252818324
nb_fscal,3,229300299
nb_fscal,4,204278184
nb_fscal,5,177322954
nb_fscal,6,150578187
nb_fscal,7,122716460
nb_fscal,8,96488177
nb_fscal,9,77190909
nb_fscal,10,63486976
nb_fscal,11,34717413
